filename,label,ext,file_size_kb,width,height,mode,channels,correct_size,needs_conversion,pixel_mean,pixel_std,save_status
Image_102 copy.jpg,0,.jpg,62.24,600,900,RGB,3,False,False,192.7503,47.94,success
Image_127.jpg,0,.jpg,205.45,1552,873,RGB,3,False,False,137.0494,53.276,success
Image_108 copy.jpg,0,.jpg,106.55,768,1024,RGB,3,False,False,76.3137,66.9421,success
Image_57.jpg,0,.jpg,32.82,640,480,RGB,3,False,False,189.7517,60.4768,success
Image_75 copy.jpg,0,.jpg,22.7,420,420,RGB,3,False,False,197.6844,57.3902,success
Image_146 copy.jpg,0,.jpg,162.67,1024,882,RGB,3,False,False,144.8582,90.8773,success
Image_116 copy 2.jpg,0,.jpg,63.48,1200,630,RGB,3,False,False,233.7352,55.6682,success
Image_81.jpg,0,.jpg,137.22,2121,1414,RGB,3,False,False,181.9135,86.8204,success
Image_6 copy.jpg,0,.jpg,105.2,960,960,RGB,3,False,False,184.7218,30.836,success
Image_120 copy.jpg,0,.jpg,126.5,605,867,RGB,3,False,False,126.7209,55.3267,success
Image_83 copy 2.jpg,0,.jpg,259.45,1600,1600,RGB,3,False,False,173.5804,43.6601,success
Image_63 copy.jpg,0,.jpg,118.53,564,911,RGB,3,False,False,112.985,58.5869,success
Image_144.jpg,0,.jpg,141.83,758,758,RGB,3,False,False,184.9486,51.7238,success
Image_130 copy.jpg,0,.jpg,636.99,2446,3262,RGB,3,False,False,85.6386,68.2316,success
Image_219.jpg,0,.jpg,34.81,730,485,RGB,3,False,False,72.8921,46.9621,success
Image_44 copy 2.jpg,0,.jpg,106.93,440,1546,RGB,3,False,False,186.1184,49.6589,success
Image_85 copy.jpg,0,.jpg,174.29,1600,1600,RGB,3,False,False,220.7819,54.1859,success
Image_137 copy.jpg,0,.jpg,45.41,800,533,RGB,3,False,False,193.8084,46.8027,success
Image_73 copy 2.jpg,0,.jpg,7.41,300,225,RGB,3,False,False,111.3345,79.4282,success
Image_138 copy.jpg,0,.jpg,161.09,1024,768,RGB,3,False,False,155.2545,59.586,success
Image_18 copy.jpg,0,.jpg,111.43,1112,1280,RGB,3,False,False,102.586,74.1617,success
Image_38.jpg,0,.jpg,114.3,1280,1707,RGB,3,False,False,122.7013,54.9754,success
Image_112.jpg,0,.jpg,101.4,540,487,RGB,3,False,False,65.9329,39.6668,success
Image_104 copy.jpg,0,.jpg,84.23,630,900,RGB,3,False,False,114.6049,59.9426,success
Image_122.jpg,0,.jpg,699.95,2176,3264,RGB,3,False,False,152.8254,77.1197,success
Image_129.jpg,0,.jpg,83.32,530,533,RGB,3,False,False,153.4451,37.2624,success
Image_130 copy 2.jpg,0,.jpg,128.98,1200,630,RGB,3,False,False,73.5356,62.9042,success
Image_138 copy 2.jpg,0,.jpg,69.59,400,399,RGB,3,False,False,111.7306,80.6111,success
Image_121 copy 2.jpg,0,.jpg,49.24,560,664,RGB,3,False,False,180.6881,69.239,success
Image_34 copy.jpg,0,.jpg,102.29,564,1002,RGB,3,False,False,104.6577,48.2196,success
Image_71.jpg,0,.jpg,525.98,2048,2048,RGB,3,False,False,103.9042,54.9219,success
Image_69 copy 2.jpg,0,.jpg,59.44,409,500,RGB,3,False,False,170.6386,63.1628,success
Image_131.png,0,.png,1.31,54,65,RGB,3,False,False,151.8575,70.3494,success
Image_37.jpg,0,.jpg,52.38,554,671,RGB,3,False,False,106.6036,54.3058,success
Image_127.jpeg,0,.jpeg,282.12,1036,1500,RGB,3,False,False,150.5647,102.9765,success
Image_40.png,0,.png,732.39,720,720,RGBA,4,False,True,129.2732,52.343,success
Image_124 copy 2.jpg,0,.jpg,13.27,400,400,RGB,3,False,False,151.0248,99.002,success
Image_46 copy 2.jpg,0,.jpg,138.73,1200,686,RGB,3,False,False,95.6586,66.5754,success
Image_117.jpg,0,.jpg,73.16,563,648,RGB,3,False,False,105.5787,92.534,success
Image_68 copy 2.jpg,0,.jpg,35.65,500,375,RGB,3,False,False,98.6939,73.7202,success
Image_140 copy.jpg,0,.jpg,56.39,571,575,RGB,3,False,False,140.9515,65.4913,success
Image_47 copy 2.jpg,0,.jpg,144.16,600,808,RGB,3,False,False,171.5809,89.4642,success
Image_97 copy.jpg,0,.jpg,58.13,564,845,RGB,3,False,False,136.2759,44.2519,success
Image_88 copy.jpg,0,.jpg,52.88,675,900,RGB,3,False,False,108.5144,53.8122,success
Image_50 copy 2.jpg,0,.jpg,114.69,503,1024,RGB,3,False,False,70.6619,56.5091,success
Image_205.jpg,0,.jpg,69.36,640,480,RGB,3,False,False,111.7652,44.9596,success
Image_5.jpg,0,.jpg,70.78,1024,640,RGB,3,False,False,186.2818,58.2785,success
Image_66 copy 2.jpg,0,.jpg,19.85,333,500,RGB,3,False,False,152.3536,110.3218,success
Image_30 copy.jpg,0,.jpg,119.01,960,960,RGB,3,False,False,96.0427,60.384,success
Image_123.jpg,0,.jpg,48.16,640,480,RGB,3,False,False,144.1295,73.0771,success
Image_80.jpg,0,.jpg,38.33,900,955,RGB,3,False,False,14.6949,34.1068,success
Image_149 copy.jpg,0,.jpg,57.21,950,703,RGB,3,False,False,127.1237,62.4132,success
Image_154 copy.jpg,0,.jpg,210.9,1280,1707,RGB,3,False,False,102.1777,72.4212,success
Image_115.jpg,0,.jpg,67.6,600,900,RGB,3,False,False,118.7122,61.1147,success
Image_27 copy 2.jpg,0,.jpg,87.86,728,485,RGB,3,False,False,110.7118,59.0333,success
Image_26 copy.jpg,0,.jpg,94.85,750,892,RGB,3,False,False,125.5574,61.681,success
Image_145 copy.jpg,0,.jpg,47.31,683,900,RGB,3,False,False,208.1436,42.5899,success
Image_48 copy.jpg,0,.jpg,44.76,728,485,RGB,3,False,False,83.1862,67.0412,success
Image_140 copy 2.jpg,0,.jpg,27.35,400,400,RGB,3,False,False,138.2735,71.0173,success
Image_107 copy 2.jpg,0,.jpg,10.77,480,360,RGB,3,False,False,71.2622,101.0408,success
Image_125.jpg,0,.jpg,60.66,736,483,RGB,3,False,False,84.0439,64.2462,success
Image_124.jpg,0,.jpg,491.04,500,281,P,1,False,True,129.7127,66.3227,success
Image_126.jpg,0,.jpg,63.98,600,400,RGB,3,False,False,146.3336,48.0007,success
Image_35 copy 2.jpg,0,.jpg,70.69,768,768,RGB,3,False,False,191.7884,69.8042,success
Image_125 copy.jpg,0,.jpg,559.5,2048,1536,RGB,3,False,False,126.4782,51.3119,success
Image_68 copy.jpg,0,.jpg,33.8,500,688,RGB,3,False,False,155.7749,68.8312,success
Image_62 copy 2.jpg,0,.jpg,65.07,564,846,RGB,3,False,False,59.9328,62.3154,success
Image_178.jpg,0,.jpg,72.64,1080,1145,RGB,3,False,False,180.1109,44.0479,success
Image_122 copy.jpg,0,.jpg,272.07,800,800,RGB,3,False,False,149.0723,64.2273,success
Image_115 copy.jpg,0,.jpg,100.4,638,638,RGB,3,False,False,129.7052,62.9655,success
Image_55.jpg,0,.jpg,81.44,645,420,RGB,3,False,False,129.5238,54.5339,success
Image_52 copy 2.jpg,0,.jpg,27.52,425,425,RGB,3,False,False,128.8781,48.3586,success
Image_41 copy.jpg,0,.jpg,363.58,1111,1198,RGB,3,False,False,108.8081,59.2849,success
Image_98.jpg,0,.jpg,73.52,1125,750,RGB,3,False,False,83.6753,61.3414,success
Image_109 copy 2.jpg,0,.jpg,155.17,1500,1000,RGB,3,False,False,170.7483,75.2165,success
Image_70.jpg,0,.jpg,409.94,3000,1970,RGB,3,False,False,111.579,57.519,success
Image_135 copy.png,0,.png,106.31,649,400,P,1,False,True,108.9479,90.118,success
Image_81.png,0,.png,1231.37,700,1071,RGBA,4,False,True,129.157,65.9444,success
Image_2 copy 2.jpg,0,.jpg,48.01,608,405,RGB,3,False,False,92.5181,41.1387,success
Image_119.jpg,0,.jpg,99.01,750,1000,RGB,3,False,False,114.5342,71.7895,success
Image_75.jpg,0,.jpg,102.48,960,960,RGB,3,False,False,128.2326,39.5241,success
Image_214.jpg,0,.jpg,229.47,1200,630,RGB,3,False,False,144.0165,50.6458,success
Image_79.jpg,0,.jpg,494.43,1920,1920,RGB,3,False,False,147.0836,81.9572,success
Image_77 copy 2.jpg,0,.jpg,45.27,700,525,RGB,3,False,False,125.8995,68.2161,success
Image_91 copy.jpg,0,.jpg,84.83,550,550,RGB,3,False,False,81.7754,77.1842,success
Image_142 copy.jpg,0,.jpg,256.13,898,1198,RGB,3,False,False,68.9948,51.1788,success
Image_33 copy 2.jpg,0,.jpg,57.33,570,514,RGB,3,False,False,154.6116,90.9169,success
Image_1 copy 2.jpg,0,.jpg,45.88,1280,720,RGB,3,False,False,106.68,45.7469,success
Image_80 copy.jpg,0,.jpg,50.5,603,600,RGB,3,False,False,133.8422,73.8723,success
Image_38 copy.jpg,0,.jpg,71.41,736,884,RGB,3,False,False,142.4666,77.9269,success
